"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
239,"School Director RIVERVIEW (Vote For 5)","Melanie Pallone","DEM",1234,12.25,7320,0,9,9,"0","0"
240,"School Director RIVERVIEW (Vote For 5)","Brian A. Hawk","REP",1230,12.21,7320,0,9,9,"0","0"
241,"School Director RIVERVIEW (Vote For 5)","Alex DiClaudio","REP",1053,10.45,7320,0,9,9,"0","0"
242,"School Director RIVERVIEW (Vote For 5)","WRITE-IN","",12,0.12,7320,0,9,9,"0","0"
243,"School Director SOUTH ALLEGHENY (Vote For 5)","Bryan R. Myers","D/R",1644,18.72,7448,0,13,13,"0","0"
244,"School Director SOUTH ALLEGHENY (Vote For 5)","Frank Cortazzo","D/R",1431,16.29,7448,0,13,13,"0","0"
245,"School Director SOUTH ALLEGHENY (Vote For 5)","Carol J. Craig","D/R",1478,16.83,7448,0,13,13,"0","0"
246,"School Director SOUTH ALLEGHENY (Vote For 5)","Amy Moranelli-Johnson","DEM",1078,12.27,7448,0,13,13,"0","0"
247,"School Director SOUTH ALLEGHENY (Vote For 5)","Rosemary Bradley","DEM",929,10.58,7448,0,13,13,"0","0"
248,"School Director SOUTH ALLEGHENY (Vote For 5)","Jason Leonard Ewing","REP",1168,13.30,7448,0,13,13,"0","0"
249,"School Director SOUTH ALLEGHENY (Vote For 5)","Troy E. Mitchell","REP",987,11.24,7448,0,13,13,"0","0"
250,"School Director SOUTH ALLEGHENY (Vote For 5)","WRITE-IN","",68,0.77,7448,0,13,13,"0","0"
251,"School Director SOUTH FAYETTE (Vote For 5)","Thomas Iagnemma","D/R",2401,21.96,11733,0,12,12,"0","0"
252,"School Director SOUTH FAYETTE (Vote For 5)","Lena Hannah","D/R",2147,19.64,11733,0,12,12,"0","0"
253,"School Director SOUTH FAYETTE (Vote For 5)","Teresa Burroughs","D/R",2093,19.14,11733,0,12,12,"0","0"
254,"School Director SOUTH FAYETTE (Vote For 5)","William J. Ainsworth, Jr.","D/R",2199,20.11,11733,0,12,12,"0","0"
255,"School Director SOUTH FAYETTE (Vote For 5)","Paul Brinsky","DEM",2061,18.85,11733,0,12,12,"0","0"
256,"School Director SOUTH FAYETTE (Vote For 5)","WRITE-IN","",32,0.29,11733,0,12,12,"0","0"
257,"School Director SOUTH PARK (Vote For 5)","Lorraine Blackburn","D/R",2310,20.56,9833,0,13,13,"0","0"
258,"School Director SOUTH PARK (Vote For 5)","Angela Girol","D/R",2215,19.72,9833,0,13,13,"0","0"
259,"School Director SOUTH PARK (Vote For 5)","Frank K. Wentzel","D/R",2239,19.93,9833,0,13,13,"0","0"
260,"School Director SOUTH PARK (Vote For 5)","Mark Depretis","D/R",2153,19.17,9833,0,13,13,"0","0"
261,"School Director SOUTH PARK (Vote For 5)","Nicholas J. Rudolph","D/R",2266,20.17,9833,0,13,13,"0","0"
262,"School Director SOUTH PARK (Vote For 5)","WRITE-IN","",50,0.45,9833,0,13,13,"0","0"
263,"School Director UPPER SAINT CLAIR (Vote For 5)","Amy L. Billerbeck","D/R",4132,18.71,16496,0,18,18,"0","0"
264,"School Director UPPER SAINT CLAIR (Vote For 5)","Angela B. Petersen","D/R",4062,18.40,16496,0,18,18,"0","0"
265,"School Director UPPER SAINT CLAIR (Vote For 5)","Barbara L. Bolas","D/R",4028,18.24,16496,0,18,18,"0","0"
266,"School Director UPPER SAINT CLAIR (Vote For 5)","Hemina KrishnaBachia","DEM",2348,10.63,16496,0,18,18,"0","0"
267,"School Director UPPER SAINT CLAIR (Vote For 5)","Patrick A. Hewitt","D/R",3881,17.58,16496,0,18,18,"0","0"
268,"School Director UPPER SAINT CLAIR (Vote For 5)","Phillip J. Elias","REP",2769,12.54,16496,0,18,18,"0","0"
269,"School Director UPPER SAINT CLAIR (Vote For 5)","Riley Mahon","GRN",809,3.66,16496,0,18,18,"0","0"
270,"School Director UPPER SAINT CLAIR (Vote For 5)","WRITE-IN","",53,0.24,16496,0,18,18,"0","0"
271,"School Director WEST JEFFERSON HILLS (Vote For 5)","Jill Achtzehn Bertini","D/R",3269,20.51,15100,0,19,19,"0","0"
272,"School Director WEST JEFFERSON HILLS (Vote For 5)","Suzanne Downer","D/R",3209,20.13,15100,0,19,19,"0","0"
273,"School Director WEST JEFFERSON HILLS (Vote For 5)","Denise Kahler","D/R",3121,19.58,15100,0,19,19,"0","0"
274,"School Director WEST JEFFERSON HILLS (Vote For 5)","David Dominick","D/R",3178,19.94,15100,0,19,19,"0","0"
275,"School Director WEST JEFFERSON HILLS (Vote For 5)","Brian Fernandes","D/R",3090,19.39,15100,0,19,19,"0","0"
276,"School Director WEST JEFFERSON HILLS (Vote For 5)","WRITE-IN","",73,0.46,15100,0,19,19,"0","0"
277,"School Director WEST MIFFLIN AREA (Vote For 5)","Gina Englert","D/R",3111,19.67,15017,0,23,23,"0","0"
278,"School Director WEST MIFFLIN AREA (Vote For 5)","Debra Jean Kostelnik","D/R",2810,17.77,15017,0,23,23,"0","0"
279,"School Director WEST MIFFLIN AREA (Vote For 5)","Matt Blazevich","D/R",2753,17.41,15017,0,23,23,"0","0"
280,"School Director WEST MIFFLIN AREA (Vote For 5)","Tony DiCenzo","D/R",2675,16.91,15017,0,23,23,"0","0"
281,"School Director WEST MIFFLIN AREA (Vote For 5)","Jonathan Thomas Mattis","DEM",2375,15.02,15017,0,23,23,"0","0"
282,"School Director WEST MIFFLIN AREA (Vote For 5)","Joseph Gajdos","REP",1549,9.79,15017,0,23,23,"0","0"
283,"School Director WEST MIFFLIN AREA (Vote For 5)","WRITE-IN","",544,3.44,15017,0,23,23,"0","0"
284,"School Director WILKINSBURG (Vote For 5)","Monica Lee Garcia","D/R",2747,20.97,13970,0,17,17,"0","0"
285,"School Director WILKINSBURG (Vote For 5)","Dontae Comans","D/R",2501,19.09,13970,0,17,17,"0","0"
286,"School Director WILKINSBURG (Vote For 5)","Eric Steadle","D/R",2421,18.48,13970,0,17,17,"0","0"
287,"School Director WILKINSBURG (Vote For 5)","W. Dennis Bossick","D/R",2401,18.33,13970,0,17,17,"0","0"
288,"School Director WILKINSBURG (Vote For 5)","Michael A. Johnson","DEM",2598,19.83,13970,0,17,17,"0","0"
289,"School Director WILKINSBURG (Vote For 5)","Damian Kearney","REP",378,2.89,13970,0,17,17,"0","0"
290,"School Director WILKINSBURG (Vote For 5)","WRITE-IN","",53,0.40,13970,0,17,17,"0","0"
291,"School Director NORWIN (Vote For 5)","Patrick Lynn","D/R",5,20.83,1276,0,2,2,"0","0"
292,"School Director NORWIN (Vote For 5)","Kim McCann Piekut","DEM",2,8.33,1276,0,2,2,"0","0"
293,"School Director NORWIN (Vote For 5)","Darlene Ciocca","D/R",5,20.83,1276,0,2,2,"0","0"
294,"School Director NORWIN (Vote For 5)","Joanna Jordan","D/R",4,16.67,1276,0,2,2,"0","0"
295,"School Director NORWIN (Vote For 5)","Tracey L. Czajkowski","DEM",3,12.50,1276,0,2,2,"0","0"
296,"School Director NORWIN (Vote For 5)","William Essay","REP",2,8.33,1276,0,2,2,"0","0"
297,"School Director NORWIN (Vote For 5)","Bob Wayman","REP",3,12.50,1276,0,2,2,"0","0"
298,"School Director NORWIN (Vote For 5)","WRITE-IN","",0,0.00,1276,0,2,2,"0","0"
299,"School Director CARLYNTON (Vote For 5)","Kelly Zaletski","D/R",2122,19.07,10771,0,15,15,"0","0"
300,"School Director CARLYNTON (Vote For 5)","Jim Schriver","D/R",2095,18.82,10771,0,15,15,"0","0"
301,"School Director CARLYNTON (Vote For 5)","Jude A. Frank","D/R",1953,17.55,10771,0,15,15,"0","0"
302,"School Director CARLYNTON (Vote For 5)","Marissa Mendoza-Burcham","D/R",2031,18.25,10771,0,15,15,"0","0"
303,"School Director CARLYNTON (Vote For 5)","George Honchar","D/R",1875,16.85,10771,0,15,15,"0","0"
304,"School Director CARLYNTON (Vote For 5)","Eric Valcheff","IND",1002,9.00,10771,0,15,15,"0","0"
305,"School Director CARLYNTON (Vote For 5)","WRITE-IN","",51,0.46,10771,0,15,15,"0","0"
306,"School Director CARLYNTON (Vote For 1)","David G. Roussos","D/R",2471,98.80,10771,0,15,15,"0","0"
307,"School Director CARLYNTON (Vote For 1)","WRITE-IN","",30,1.20,10771,0,15,15,"0","0"
308,"School Director CORNELL (Vote For 1)","Michael L. Engel, Jr.","D/R",1230,99.43,4812,0,10,10,"0","0"
309,"School Director CORNELL (Vote For 1)","WRITE-IN","",7,0.57,4812,0,10,10,"0","0"
310,"School Director DUQUESNE (Vote For 1)","WRITE-IN","",96,100.00,3847,0,10,10,"0","0"
311,"School Director GATEWAY (Vote For 1)","Paul Caliari","DEM",3415,56.07,23487,0,28,28,"0","0"
312,"School Director GATEWAY (Vote For 1)","Cheryl Boise","REP",2663,43.72,23487,0,28,28,"0","0"
313,"School Director GATEWAY (Vote For 1)","WRITE-IN","",13,0.21,23487,0,28,28,"0","0"
314,"School Director PLUM (Vote For 1)","Tim Sandstrom","DEM",2783,48.18,19420,0,21,21,"0","0"
315,"School Director PLUM (Vote For 1)","Joe Tommarello","REP",2816,48.75,19420,0,21,21,"0","0"
316,"School Director PLUM (Vote For 1)","WRITE-IN","",177,3.06,19420,0,21,21,"0","0"
317,"School Director SOUTH FAYETTE (Vote For 1)","Todd Petrillo","D/R",2436,98.94,11733,0,12,12,"0","0"
318,"School Director SOUTH FAYETTE (Vote For 1)","WRITE-IN","",26,1.06,11733,0,12,12,"0","0"
319,"School Director FOX CHAPEL REGION 1 (Vote For 2)","Lisa Marie Rutkowski","D/R",1560,51.23,6546,0,9,9,"0","0"
320,"School Director FOX CHAPEL REGION 1 (Vote For 2)","Eric Hamilton","D/R",1448,47.55,6546,0,9,9,"0","0"
321,"School Director FOX CHAPEL REGION 1 (Vote For 2)","WRITE-IN","",37,1.22,6546,0,9,9,"0","0"
322,"School Director HIGHLANDS REGION 1 (Vote For 2)","Gene A. Witt","D/R",677,48.43,4115,0,7,7,"0","0"
323,"School Director HIGHLANDS REGION 1 (Vote For 2)","Judith L. Wisner","D/R",547,39.13,4115,0,7,7,"0","0"
324,"School Director HIGHLANDS REGION 1 (Vote For 2)","WRITE-IN","",174,12.45,4115,0,7,7,"0","0"
325,"School Director MONTOUR REGION 1 (Vote For 2)","Mark Rippole","D/R",1327,50.36,6798,0,7,7,"0","0"
326,"School Director MONTOUR REGION 1 (Vote For 2)","Thomas Barclay","D/R",1300,49.34,6798,0,7,7,"0","0"
327,"School Director MONTOUR REGION 1 (Vote For 2)","WRITE-IN","",8,0.30,6798,0,7,7,"0","0"
328,"School Director PINE RICHLAND REGION 1 (Vote For 2)","Marc D. Casciani","D/R",1062,51.18,7187,0,5,5,"0","0"
329,"School Director PINE RICHLAND REGION 1 (Vote For 2)","Gregory J. DiTullio","REP",988,47.61,7187,0,5,5,"0","0"
330,"School Director PINE RICHLAND REGION 1 (Vote For 2)","WRITE-IN","",25,1.20,7187,0,5,5,"0","0"
331,"School Director PENN -TRAFFORD (Vote For 2)","Nick A. Petrucci","D/R",11,52.38,59,0,1,1,"0","0"
332,"School Director PENN -TRAFFORD (Vote For 2)","Scott Koscho","D/R",10,47.62,59,0,1,1,"0","0"
333,"School Director PENN -TRAFFORD (Vote For 2)","WRITE-IN","",0,0.00,59,0,1,1,"0","0"
334,"School Director STO-ROX REGION 1 (Vote For 2)","Lucille M. Young","DEM",546,51.41,4094,0,7,7,"0","0"
335,"School Director STO-ROX REGION 1 (Vote For 2)","Samantha Levitzki-Wright","DEM",503,47.36,4094,0,7,7,"0","0"
336,"School Director STO-ROX REGION 1 (Vote For 2)","WRITE-IN","",13,1.22,4094,0,7,7,"0","0"
337,"School Director WEST ALLEGHENY REGION 1 (Vote For 2)","Robert Ostrander","D/R",581,49.03,3154,0,3,3,"0","0"
338,"School Director WEST ALLEGHENY REGION 1 (Vote For 2)","Kevin J. Hancock","D/R",580,48.95,3154,0,3,3,"0","0"
339,"School Director WEST ALLEGHENY REGION 1 (Vote For 2)","WRITE-IN","",24,2.03,3154,0,3,3,"0","0"
340,"School Director WOODLAND HILLS REGION 1 (Vote For 2)","Candice Hodge","DEM",2006,38.07,11822,0,18,18,"0","0"
341,"School Director WOODLAND HILLS REGION 1 (Vote For 2)","David W. Graves","D/R",2031,38.55,11822,0,18,18,"0","0"
342,"School Director WOODLAND HILLS REGION 1 (Vote For 2)","Darnika Reed","INW",1212,23.00,11822,0,18,18,"0","0"
343,"School Director WOODLAND HILLS REGION 1 (Vote For 2)","WRITE-IN","",20,0.38,11822,0,18,18,"0","0"
344,"School Director CLAIRTON REGION 1 (Vote For 1)","Kathy Santoline","DEM",191,98.96,1136,0,3,3,"0","0"
345,"School Director CLAIRTON REGION 1 (Vote For 1)","WRITE-IN","",2,1.04,1136,0,3,3,"0","0"
346,"School Director EAST ALLEGHENY REGION 1 (Vote For 1)","Tisha Thomas","DEM",186,73.81,904,0,2,2,"0","0"
347,"School Director EAST ALLEGHENY REGION 1 (Vote For 1)","Gerri C. McCullough","REP",65,25.79,904,0,2,2,"0","0"
348,"School Director EAST ALLEGHENY REGION 1 (Vote For 1)","WRITE-IN","",1,0.40,904,0,2,2,"0","0"
349,"School Director KEYSTONE OAKS REGION 1 (Vote For 1)","Raeann Lindsey","D/R",1370,98.70,6132,0,8,8,"0","0"
350,"School Director KEYSTONE OAKS REGION 1 (Vote For 1)","WRITE-IN","",18,1.30,6132,0,8,8,"0","0"
351,"School Director QUAKER VALLEY REGION 1 (Vote For 1)","Gianni Floro","D/R",883,95.77,3255,0,4,4,"0","0"
352,"School Director QUAKER VALLEY REGION 1 (Vote For 1)","WRITE-IN","",39,4.23,3255,0,4,4,"0","0"
353,"School Director SHALER AREA REGION 1 (Vote For 1)","Jim Tunstall","D/R",2490,99.01,9138,0,15,15,"0","0"
354,"School Director SHALER AREA REGION 1 (Vote For 1)","WRITE-IN","",25,0.99,9138,0,15,15,"0","0"
355,"School Director MONTOUR REGION 2 (Vote For 3)","Mary Ellen Moore","D/R",1786,33.94,7980,0,7,7,"0","0"
356,"School Director MONTOUR REGION 2 (Vote For 3)","Ken Barth","D/R",1731,32.89,7980,0,7,7,"0","0"
357,"School Director MONTOUR REGION 2 (Vote For 3)","Mark Hutter","D/R",1725,32.78,7980,0,7,7,"0","0"
358,"School Director MONTOUR REGION 2 (Vote For 3)","WRITE-IN","",21,0.40,7980,0,7,7,"0","0"
359,"School Director FOX CHAPEL REGION 2 (Vote For 2)","Vanessa Lynch","DEM",1440,30.50,8403,0,8,8,"0","0"
360,"School Director FOX CHAPEL REGION 2 (Vote For 2)","Ronald P. Frank","D/R",2063,43.70,8403,0,8,8,"0","0"
361,"School Director FOX CHAPEL REGION 2 (Vote For 2)","Terry Wirginis","REP",1206,25.55,8403,0,8,8,"0","0"
362,"School Director FOX CHAPEL REGION 2 (Vote For 2)","WRITE-IN","",12,0.25,8403,0,8,8,"0","0"
363,"School Director KEYSTONE OAKS REGION 2 (Vote For 2)","Stephanie M. Evans","DEM",1429,50.48,6737,0,10,10,"0","0"
364,"School Director KEYSTONE OAKS REGION 2 (Vote For 2)","Tamara Donahue","DEM",1376,48.60,6737,0,10,10,"0","0"
365,"School Director KEYSTONE OAKS REGION 2 (Vote For 2)","WRITE-IN","",26,0.92,6737,0,10,10,"0","0"
366,"School Director QUAKER VALLEY REGION 2 (Vote For 2)","Chesney Soderstrom","D/R",646,35.85,3273,0,4,4,"0","0"
367,"School Director QUAKER VALLEY REGION 2 (Vote For 2)","Geoff Barnes","DEM",569,31.58,3273,0,4,4,"0","0"
368,"School Director QUAKER VALLEY REGION 2 (Vote For 2)","Richard Kain","REP",536,29.74,3273,0,4,4,"0","0"
369,"School Director QUAKER VALLEY REGION 2 (Vote For 2)","WRITE-IN","",51,2.83,3273,0,4,4,"0","0"
370,"School Director SHALER AREA REGION 2 (Vote For 2)","Eileen J. Phillips","D/R",2163,49.88,10349,0,16,16,"0","0"
371,"School Director SHALER AREA REGION 2 (Vote For 2)","Jason Machajewski","D/R",2148,49.54,10349,0,16,16,"0","0"
372,"School Director SHALER AREA REGION 2 (Vote For 2)","WRITE-IN","",25,0.58,10349,0,16,16,"0","0"
373,"School Director STO-ROX REGION 2 (Vote For 2)","Shyanne Rippole","DEM",666,51.91,4393,0,11,11,"0","0"
374,"School Director STO-ROX REGION 2 (Vote For 2)","Kenneth Hohman","DEM",601,46.84,4393,0,11,11,"0","0"
375,"School Director STO-ROX REGION 2 (Vote For 2)","WRITE-IN","",16,1.25,4393,0,11,11,"0","0"
376,"School Director WOODLAND HILLS REGION 2 (Vote For 2)","Terri Lynn Lawson","DEM",3026,46.30,13433,0,20,20,"0","0"
377,"School Director WOODLAND HILLS REGION 2 (Vote For 2)","Marilyn Scott","DEM",2886,44.16,13433,0,20,20,"0","0"
378,"School Director WOODLAND HILLS REGION 2 (Vote For 2)","Jonathan Ebbitt","REP",607,9.29,13433,0,20,20,"0","0"
379,"School Director WOODLAND HILLS REGION 2 (Vote For 2)","WRITE-IN","",16,0.24,13433,0,20,20,"0","0"
380,"School Director CLAIRTON REGION 2 (Vote For 1)","Rikell S. Ford","DEM",166,97.08,930,0,3,3,"0","0"
381,"School Director CLAIRTON REGION 2 (Vote For 1)","WRITE-IN","",5,2.92,930,0,3,3,"0","0"
382,"School Director HIGHLANDS REGION 2 (Vote For 1)","Kelli Canonge","D/R",810,99.51,3711,0,7,7,"0","0"
383,"School Director HIGHLANDS REGION 2 (Vote For 1)","WRITE-IN","",4,0.49,3711,0,7,7,"0","0"
384,"School Director PINE RICHLAND REGION 2 (Vote For 1)","Peter Lyons","D/R",1388,97.54,6248,0,6,6,"0","0"
385,"School Director PINE RICHLAND REGION 2 (Vote For 1)","WRITE-IN","",35,2.46,6248,0,6,6,"0","0"
386,"School Director WEST ALLEGHENY REGION 2 (Vote For 1)","Debra A. Mirich","D/R",1454,89.59,8867,0,4,4,"0","0"
387,"School Director WEST ALLEGHENY REGION 2 (Vote For 1)","WRITE-IN","",169,10.41,8867,0,4,4,"0","0"
388,"School Director STEEL VALLEY REGION 2 (Vote For 1)","James Bulger","D/R",838,99.29,3210,0,6,6,"0","0"
389,"School Director STEEL VALLEY REGION 2 (Vote For 1)","WRITE-IN","",6,0.71,3210,0,6,6,"0","0"
390,"School Director CLAIRTON REGION 2 (Vote For 1)","Artrena L. McKenzie","DEM",180,100.00,930,0,3,3,"0","0"
391,"School Director CLAIRTON REGION 2 (Vote For 1)","WRITE-IN","",0,0.00,930,0,3,3,"0","0"
392,"School Director STO-ROX REGION 2 (Vote For 1)","Shyanne Rippole","DEM",714,97.81,4393,0,11,11,"0","0"
393,"School Director STO-ROX REGION 2 (Vote For 1)","WRITE-IN","",16,2.19,4393,0,11,11,"0","0"
394,"School Director WEST ALLEGHENY REGION 2 (Vote For 1)","Joel Colinear","D/R",1566,98.55,8867,0,4,4,"0","0"
395,"School Director WEST ALLEGHENY REGION 2 (Vote For 1)","WRITE-IN","",23,1.45,8867,0,4,4,"0","0"
396,"School Director HIGHLANDS REGION 3 (Vote For 2)","Kristie J. Babinsack","D/R",1227,51.06,4984,0,7,7,"0","0"
397,"School Director HIGHLANDS REGION 3 (Vote For 2)","Laura Butler","D/R",1135,47.23,4984,0,7,7,"0","0"
398,"School Director HIGHLANDS REGION 3 (Vote For 2)","WRITE-IN","",41,1.71,4984,0,7,7,"0","0"
399,"School Director KEYSTONE OAKS REGION 3 (Vote For 2)","Theresa A. Lydon","D/R",872,50.40,3725,0,4,4,"0","0"
400,"School Director KEYSTONE OAKS REGION 3 (Vote For 2)","Thomas LaPorte","D/R",852,49.25,3725,0,4,4,"0","0"
401,"School Director KEYSTONE OAKS REGION 3 (Vote For 2)","WRITE-IN","",6,0.35,3725,0,4,4,"0","0"
402,"School Director PINE RICHLAND REGION 3 (Vote For 2)","Carla Meyer","D/R",1024,48.55,5619,0,5,5,"0","0"
403,"School Director PINE RICHLAND REGION 3 (Vote For 2)","Matthew Mehalik","D/R",1078,51.11,5619,0,5,5,"0","0"
404,"School Director PINE RICHLAND REGION 3 (Vote For 2)","WRITE-IN","",7,0.33,5619,0,5,5,"0","0"
405,"School Director QUAKER VALLEY REGION 3 (Vote For 2)","Marna Karcher Blackmer","D/R",871,35.39,4872,0,8,8,"0","0"
406,"School Director QUAKER VALLEY REGION 3 (Vote For 2)","Jeffrey M. Watters","D/R",895,36.37,4872,0,8,8,"0","0"
407,"School Director QUAKER VALLEY REGION 3 (Vote For 2)","WRITE-IN","",695,28.24,4872,0,8,8,"0","0"
408,"School Director SHALER AREA REGION 3 (Vote For 2)","Jeanne Petrovich","D/R",2257,51.92,9481,0,15,15,"0","0"
409,"School Director SHALER AREA REGION 3 (Vote For 2)","James L. Fisher","D/R",2066,47.53,9481,0,15,15,"0","0"
410,"School Director SHALER AREA REGION 3 (Vote For 2)","WRITE-IN","",24,0.55,9481,0,15,15,"0","0"
411,"School Director WEST ALLEGHENY REGION 3 (Vote For 2)","Edward M. Faux","D/R",687,40.08,4416,0,3,3,"0","0"
412,"School Director WEST ALLEGHENY REGION 3 (Vote For 2)","Mark H. Rosen","D/R",707,41.25,4416,0,3,3,"0","0"
413,"School Director WEST ALLEGHENY REGION 3 (Vote For 2)","WRITE-IN","",320,18.67,4416,0,3,3,"0","0"
414,"School Director CLAIRTON REGION 3 (Vote For 1)","Lawrence D. Carra","DEM",182,98.38,1287,0,3,3,"0","0"
415,"School Director CLAIRTON REGION 3 (Vote For 1)","WRITE-IN","",3,1.62,1287,0,3,3,"0","0"
416,"School Director FOX CHAPEL REGION 3 (Vote For 1)","Marybeth Dadd","DEM",2060,96.08,8464,0,10,10,"0","0"
417,"School Director FOX CHAPEL REGION 3 (Vote For 1)","WRITE-IN","",84,3.92,8464,0,10,10,"0","0"
418,"School Director WOODLAND HILLS REGION 3 (Vote For 1)","Ronna Currie","DEM",2826,99.02,11568,0,20,20,"0","0"
419,"School Director WOODLAND HILLS REGION 3 (Vote For 1)","WRITE-IN","",28,0.98,11568,0,20,20,"0","0"
420,"School Director STEEL VALLEY REGION 3 (Vote For 1)","Daniel Matthew Rojtas","D/R",1235,99.20,4018,0,5,5,"0","0"
421,"School Director STEEL VALLEY REGION 3 (Vote For 1)","WRITE-IN","",10,0.80,4018,0,5,5,"0","0"
422,"School Director PINE RICHLAND REGION 3 (Vote For 1)","Carla Meyer","DEM",633,47.06,5619,0,5,5,"0","0"
423,"School Director PINE RICHLAND REGION 3 (Vote For 1)","Matthew Mehalik","REP",708,52.64,5619,0,5,5,"0","0"
424,"School Director PINE RICHLAND REGION 3 (Vote For 1)","WRITE-IN","",4,0.30,5619,0,5,5,"0","0"
425,"School Director WOODLAND HILLS REGION 3 (Vote For 1)","Jamie L. Glasser","D/R",3102,99.42,11568,0,20,20,"0","0"
426,"School Director WOODLAND HILLS REGION 3 (Vote For 1)","WRITE-IN","",18,0.58,11568,0,20,20,"0","0"
427,"School Director CLAIRTON REGION 4 (Vote For 1)","Roger Tachoir","D/R",248,98.41,1241,0,3,3,"0","0"
428,"School Director CLAIRTON REGION 4 (Vote For 1)","WRITE-IN","",4,1.59,1241,0,3,3,"0","0"
429,"School Director EAST ALLEGHENY REGION 4 (Vote For 1)","Richard King","D/R",324,99.08,1320,0,2,2,"0","0"
430,"School Director EAST ALLEGHENY REGION 4 (Vote For 1)","WRITE-IN","",3,0.92,1320,0,2,2,"0","0"
431,"School Director EAST ALLEGHENY REGION 5 (Vote For 1)","Michael Paradine","D/R",298,99.33,1200,0,2,2,"0","0"
432,"School Director EAST ALLEGHENY REGION 5 (Vote For 1)","WRITE-IN","",2,0.67,1200,0,2,2,"0","0"
433,"School Director EAST ALLEGHENY REGION 6 (Vote For 1)","Constance Rosenbayger","DEM",191,97.45,925,0,2,2,"0","0"
434,"School Director EAST ALLEGHENY REGION 6 (Vote For 1)","WRITE-IN","",5,2.55,925,0,2,2,"0","0"
435,"School Director EAST ALLEGHENY REGION 8 (Vote For 1)","John Paul Savinda, Jr.","D/R",181,97.84,918,0,2,2,"0","0"
436,"School Director EAST ALLEGHENY REGION 8 (Vote For 1)","WRITE-IN","",4,2.16,918,0,2,2,"0","0"
437,"School Director EAST ALLEGHENY REGION 9 (Vote For 1)","WRITE-IN","",15,100.00,951,0,2,2,"0","0"
438,"Mayor MCKEESPORT (Vote For 1)","Michael E. Cherepko","DEM",2062,65.82,12613,0,32,32,"0","0"
439,"Mayor MCKEESPORT (Vote For 1)","Fawn Walker-Montgomery","IOM",1058,33.77,12613,0,32,32,"0","0"
440,"Mayor MCKEESPORT (Vote For 1)","WRITE-IN","",13,0.41,12613,0,32,32,"0","0"
441,"Mayor PENN HILLS (Vote For 1)","Pauline Calabrese","DEM",6642,67.16,32233,0,50,50,"0","0"
442,"Mayor PENN HILLS (Vote For 1)","John Petrucci","REP",3229,32.65,32233,0,50,50,"0","0"
443,"Mayor PENN HILLS (Vote For 1)","WRITE-IN","",19,0.19,32233,0,50,50,"0","0"
444,"Mayor ASPINWALL (Vote For 1)","Joseph D. Noro","REP",545,93.64,2395,0,3,3,"0","0"
445,"Mayor ASPINWALL (Vote For 1)","WRITE-IN","",37,6.36,2395,0,3,3,"0","0"
446,"Mayor BELL ACRES (Vote For 1)","Kenneth Alvania","DEM",271,97.48,1174,0,1,1,"0","0"
447,"Mayor BELL ACRES (Vote For 1)","WRITE-IN","",7,2.52,1174,0,1,1,"0","0"
448,"Mayor BRADDOCK (Vote For 1)","Chardae Jones","DEM",290,85.55,1661,0,3,3,"0","0"
449,"Mayor BRADDOCK (Vote For 1)","WRITE-IN","",49,14.45,1661,0,3,3,"0","0"
450,"Mayor BRADFORD WOODS (Vote For 1)","Doug Marsico","REP",292,96.69,1031,0,1,1,"0","0"
451,"Mayor BRADFORD WOODS (Vote For 1)","WRITE-IN","",10,3.31,1031,0,1,1,"0","0"
452,"Mayor MCDONALD (Vote For 1)","David Cooper","D/R",52,100.00,222,0,1,1,"0","0"
453,"Mayor MCDONALD (Vote For 1)","WRITE-IN","",0,0.00,222,0,1,1,"0","0"
454,"Controller HAMPTON (Vote For 1)","Jerry Speakman","REP",3066,98.14,14286,0,13,13,"0","0"
455,"Controller HAMPTON (Vote For 1)","WRITE-IN","",58,1.86,14286,0,13,13,"0","0"
456,"Controller PENN HILLS (Vote For 1)","Nicholas Futules, Jr.","DEM",8252,99.11,32233,0,50,50,"0","0"
457,"Controller PENN HILLS (Vote For 1)","WRITE-IN","",74,0.89,32233,0,50,50,"0","0"
458,"Controller DUQUESNE (Vote For 1)","WRITE-IN","",99,100.00,3847,0,10,10,"0","0"
459,"TAX COLLECTOR AVALON (Vote For 1)","WRITE-IN","",64,100.00,3710,0,6,6,"0","0"
460,"TAX COLLECTOR BEN AVON HEIGHTS (Vote For 1)","WRITE-IN","",15,100.00,327,0,1,1,"0","0"
461,"TAX COLLECTOR CARNEGIE (Vote For 1)","WRITE-IN","",60,100.00,5746,0,8,8,"0","0"
462,"TAX COLLECTOR CHALFANT (Vote For 1)","Carol A. Donahue","REP",122,98.39,596,0,1,1,"0","0"
463,"TAX COLLECTOR CHALFANT (Vote For 1)","WRITE-IN","",2,1.61,596,0,1,1,"0","0"
464,"TAX COLLECTOR GLENFIELD (Vote For 1)","WRITE-IN","",8,100.00,153,0,1,1,"0","0"
465,"TAX COLLECTOR HAYSVILLE (Vote For 1)","WRITE-IN","",4,100.00,63,0,1,1,"0","0"
466,"TAX COLLECTOR HOMESTEAD (Vote For 1)","Alice Paylor-Dais","DEM",454,99.56,2610,0,6,6,"0","0"
467,"TAX COLLECTOR HOMESTEAD (Vote For 1)","WRITE-IN","",2,0.44,2610,0,6,6,"0","0"
