"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
752,"Tax Collector PLUM (Vote For 1)","Jeff Russo","Dem",2299,43.02,18943,5472,21,21,"0","0"
753,"Tax Collector PLUM (Vote For 1)","Fran Ferragonio","Rep",3043,56.94,18943,5472,21,21,"0","0"
754,"Tax Collector PLUM (Vote For 1)","WRITE-IN","",2,0.04,18943,5472,21,21,"0","0"
755,"Tax Collector PORT VUE (Vote For 1)","Sheila A. DiGiorgio","Dem",408,99.51,2354,505,4,4,"0","0"
756,"Tax Collector PORT VUE (Vote For 1)","WRITE-IN","",2,0.49,2354,505,4,4,"0","0"
757,"Tax Collector RANKIN (Vote For 1)","Raequel R. Price","Dem",210,100.00,1382,237,3,3,"0","0"
758,"Tax Collector RANKIN (Vote For 1)","WRITE-IN","",0,0.00,1382,237,3,3,"0","0"
759,"Tax Collector RESERVE (Vote For 1)","John V. Alioto","Dem",538,99.26,2462,617,4,4,"0","0"
760,"Tax Collector RESERVE (Vote For 1)","WRITE-IN","",4,0.74,2462,617,4,4,"0","0"
761,"Tax Collector ROBINSON (Vote For 1)","Michael Pendel","D/R",2087,99.29,10724,2465,9,9,"0","0"
762,"Tax Collector ROBINSON (Vote For 1)","WRITE-IN","",15,0.71,10724,2465,9,9,"0","0"
763,"Tax Collector ROSS (Vote For 1)","Jerry O'Brien","Dem",4079,62.62,23901,6790,33,33,"0","0"
764,"Tax Collector ROSS (Vote For 1)","Patricia Nicoll","Rep",2434,37.37,23901,6790,33,33,"0","0"
765,"Tax Collector ROSS (Vote For 1)","WRITE-IN","",1,0.02,23901,6790,33,33,"0","0"
766,"Tax Collector ROSSLYN FARMS (Vote For 1)","WRITE-IN","",0,0.00,374,224,1,1,"0","0"
767,"Tax Collector SCOTT (Vote For 1)","Lisa Riley","Dem",2106,73.35,11484,2965,18,18,"0","0"
768,"Tax Collector SCOTT (Vote For 1)","Leann Monz","Rep",764,26.61,11484,2965,18,18,"0","0"
769,"Tax Collector SCOTT (Vote For 1)","WRITE-IN","",1,0.03,11484,2965,18,18,"0","0"
770,"Tax Collector SEWICKLEY (Vote For 1)","WRITE-IN","",22,100.00,3082,850,4,4,"0","0"
771,"Tax Collector SEWICKLEY HEIGHTS (Vote For 1)","WRITE-IN","",4,100.00,757,163,1,1,"0","0"
772,"Tax Collector SEWICKLEY HILLS (Vote For 1)","Douglas Nolfi","Dem",146,100.00,526,173,1,1,"0","0"
773,"Tax Collector SEWICKLEY HILLS (Vote For 1)","WRITE-IN","",0,0.00,526,173,1,1,"0","0"
774,"Tax Collector SHALER (Vote For 1)","Erin C. Bartkins","D/R",4782,99.56,21291,5339,34,34,"0","0"
775,"Tax Collector SHALER (Vote For 1)","WRITE-IN","",21,0.44,21291,5339,34,34,"0","0"
776,"Tax Collector SHARPSBURG (Vote For 1)","Patricia Hyatt","Dem",523,100.00,2229,600,3,3,"0","0"
777,"Tax Collector SHARPSBURG (Vote For 1)","WRITE-IN","",0,0.00,2229,600,3,3,"0","0"
778,"Tax Collector SOUTH FAYETTE (Vote For 1)","Kevin P. Biber","Dem",1274,61.02,10960,2144,12,12,"0","0"
779,"Tax Collector SOUTH FAYETTE (Vote For 1)","Mark Odria","Rep",808,38.70,10960,2144,12,12,"0","0"
780,"Tax Collector SOUTH FAYETTE (Vote For 1)","WRITE-IN","",6,0.29,10960,2144,12,12,"0","0"
781,"Tax Collector SOUTH PARK (Vote For 1)","Lawrence Arrigo","D/R",1750,99.38,9619,1987,13,13,"0","0"
782,"Tax Collector SOUTH PARK (Vote For 1)","WRITE-IN","",11,0.62,9619,1987,13,13,"0","0"
783,"Tax Collector SOUTH VERSAILLES (Vote For 1)","Sherry A. Kahler","Rep",50,100.00,213,58,1,1,"0","0"
784,"Tax Collector SOUTH VERSAILLES (Vote For 1)","WRITE-IN","",0,0.00,213,58,1,1,"0","0"
785,"Tax Collector SPRINGDALE BOROUGH (Vote For 1)","Deborah Grottenthaler Sigmund","D/R",554,99.64,2246,619,4,4,"0","0"
786,"Tax Collector SPRINGDALE BOROUGH (Vote For 1)","WRITE-IN","",2,0.36,2246,619,4,4,"0","0"
787,"Tax Collector SPRINGDALE TOWNSHIP (Vote For 1)","Kathryn Winwood","Dem",276,99.64,1167,359,1,1,"0","0"
788,"Tax Collector SPRINGDALE TOWNSHIP (Vote For 1)","WRITE-IN","",1,0.36,1167,359,1,1,"0","0"
789,"Tax Collector STOWE (Vote For 1)","Howard William Jones, Jr","Dem",588,99.49,4450,762,11,11,"0","0"
790,"Tax Collector STOWE (Vote For 1)","WRITE-IN","",3,0.51,4450,762,11,11,"0","0"
791,"Tax Collector SWISSVALE (Vote For 1)","Thomas S. Barr, Jr.","Dem",1408,99.51,7074,1567,11,11,"0","0"
792,"Tax Collector SWISSVALE (Vote For 1)","WRITE-IN","",7,0.49,7074,1567,11,11,"0","0"
793,"Tax Collector TARENTUM (Vote For 1)","Karen Marietti","Dem",477,98.96,2568,542,5,5,"0","0"
794,"Tax Collector TARENTUM (Vote For 1)","WRITE-IN","",5,1.04,2568,542,5,5,"0","0"
795,"Tax Collector THORNBURG (Vote For 1)","WRITE-IN","",4,100.00,430,160,1,1,"0","0"
796,"Tax Collector TRAFFORD (Vote For 1)","James Kerrigan","D/R",10,100.00,42,11,1,1,"0","0"
797,"Tax Collector TRAFFORD (Vote For 1)","WRITE-IN","",0,0.00,42,11,1,1,"0","0"
798,"Tax Collector TURTLE CREEK (Vote For 1)","Richard J. Smith","Dem",464,99.15,3327,563,6,6,"0","0"
799,"Tax Collector TURTLE CREEK (Vote For 1)","WRITE-IN","",4,0.85,3327,563,6,6,"0","0"
800,"Tax Collector VERONA (Vote For 1)","WRITE-IN","",9,100.00,1693,408,3,3,"0","0"
801,"Tax Collector VERSAILLES (Vote For 1)","Charisse N. Richards","Dem",132,95.65,989,174,2,2,"0","0"
802,"Tax Collector VERSAILLES (Vote For 1)","WRITE-IN","",6,4.35,989,174,2,2,"0","0"
803,"Tax Collector WALL (Vote For 1)","WRITE-IN","",2,100.00,322,64,1,1,"0","0"
804,"Tax Collector WEST DEER (Vote For 1)","Dorothy J. Bonovitz","Dem",1657,99.40,8158,2132,8,8,"0","0"
805,"Tax Collector WEST DEER (Vote For 1)","WRITE-IN","",10,0.60,8158,2132,8,8,"0","0"
806,"Tax Collector WEST ELIZABETH (Vote For 1)","Robert N. Welty","Dem",45,100.00,264,51,1,1,"0","0"
807,"Tax Collector WEST ELIZABETH (Vote For 1)","WRITE-IN","",0,0.00,264,51,1,1,"0","0"
808,"Tax Collector WEST HOMESTEAD (Vote For 1)","Lisa Guckes","Dem",270,100.00,1465,332,3,3,"0","0"
809,"Tax Collector WEST HOMESTEAD (Vote For 1)","WRITE-IN","",0,0.00,1465,332,3,3,"0","0"
810,"Tax Collector WEST MIFFLIN (Vote For 1)","Jonathan Hess","Dem",2633,74.86,13978,3750,21,21,"0","0"
811,"Tax Collector WEST MIFFLIN (Vote For 1)","John E. Koczka","Rep",854,24.28,13978,3750,21,21,"0","0"
812,"Tax Collector WEST MIFFLIN (Vote For 1)","WRITE-IN","",30,0.85,13978,3750,21,21,"0","0"
813,"Tax Collector WEST VIEW (Vote For 1)","Rita A. Schwarzmeier","Dem",917,99.78,4680,1135,7,7,"0","0"
814,"Tax Collector WEST VIEW (Vote For 1)","WRITE-IN","",2,0.22,4680,1135,7,7,"0","0"
815,"Tax Collector WHITAKER (Vote For 1)","Patricia A. Pasquantonio","Dem",155,100.00,817,167,2,2,"0","0"
816,"Tax Collector WHITAKER (Vote For 1)","WRITE-IN","",0,0.00,817,167,2,2,"0","0"
817,"Tax Collector WHITEHALL (Vote For 1)","Kelly Sgattoni","D/R",2275,99.26,10305,2580,16,16,"0","0"
818,"Tax Collector WHITEHALL (Vote For 1)","WRITE-IN","",17,0.74,10305,2580,16,16,"0","0"
819,"Tax Collector WHITE OAK (Vote For 1)","Lisa Pitchford","D/R",1317,99.40,5708,1509,7,7,"0","0"
820,"Tax Collector WHITE OAK (Vote For 1)","WRITE-IN","",8,0.60,5708,1509,7,7,"0","0"
821,"Tax Collector WILKINS (Vote For 1)","George M. Porado","Dem",998,99.30,4809,1240,7,7,"0","0"
822,"Tax Collector WILKINS (Vote For 1)","WRITE-IN","",7,0.70,4809,1240,7,7,"0","0"
823,"Tax Collector WILKINSBURG (Vote For 1)","Lisa Ciccarelli","D/R",2402,99.54,13221,2821,17,17,"0","0"
824,"Tax Collector WILKINSBURG (Vote For 1)","WRITE-IN","",11,0.46,13221,2821,17,17,"0","0"
825,"Tax Collector WILMERDING (Vote For 1)","Frank J. Tylka","Dem",158,98.75,1263,187,2,2,"0","0"
826,"Tax Collector WILMERDING (Vote For 1)","WRITE-IN","",2,1.25,1263,187,2,2,"0","0"
827,"Tax Collector PENNSBURY VILLAGE (Vote For 1)","Patricia E. Notaro","Dem",128,97.71,568,147,1,1,"0","0"
828,"Tax Collector PENNSBURY VILLAGE (Vote For 1)","WRITE-IN","",3,2.29,568,147,1,1,"0","0"
829,"Treasurer MT LEBANON (Vote For 1)","Joseph Senko","Dem",6296,99.24,26464,8217,38,38,"0","0"
830,"Treasurer MT LEBANON (Vote For 1)","WRITE-IN","",48,0.76,26464,8217,38,38,"0","0"
831,"Treasurer OHARA (Vote For 1)","Theodore L. Curran","Rep",1079,97.38,7343,1937,10,10,"0","0"
832,"Treasurer OHARA (Vote For 1)","WRITE-IN","",29,2.62,7343,1937,10,10,"0","0"
833,"Auditor BELLEVUE (Vote For 1)","WRITE-IN","",43,100.00,6021,1600,6,6,"0","0"
834,"Auditor EAST DEER (Vote For 1)","WRITE-IN","",37,100.00,905,182,2,2,"0","0"
835,"Auditor FAWN (6-Year Term) (Vote For 1)","WRITE-IN","",4,100.00,1442,440,2,2,"0","0"
836,"Auditor FINDLAY (Vote For 1)","WRITE-IN","",31,100.00,4057,950,3,3,"0","0"
837,"Auditor FORWARD (6-Year Term) (Vote For 1)","WRITE-IN","",3,100.00,2083,576,4,4,"0","0"
838,"Auditor FRAZER (Vote For 1)","WRITE-IN","",9,100.00,748,161,1,1,"0","0"
839,"Auditor GLENFIELD (6-Year Term) (Vote For 1)","WRITE-IN","",12,100.00,150,48,1,1,"0","0"
840,"Auditor HARMAR (6-Year Term) (Vote For 1)","WRITE-IN","",5,100.00,2385,533,3,3,"0","0"
841,"Auditor INDIANA (6-Year Term) (Vote For 1)","WRITE-IN","",24,100.00,5072,1073,5,5,"0","0"
842,"Auditor KILBUCK (6-Year Term) (Vote For 1)","WRITE-IN","",3,100.00,586,186,1,1,"0","0"
843,"Auditor MARSHALL (Vote For 1)","WRITE-IN","",59,100.00,6281,1268,6,6,"0","0"
844,"Auditor MOON (Vote For 1)","WRITE-IN","",177,100.00,18207,3812,13,13,"0","0"
845,"Auditor MT OLIVER (6-Year Term) (Vote For 1)","WRITE-IN","",3,100.00,2303,301,4,4,"0","0"
846,"Auditor NORTH FAYETTE (Vote For 1)","Keith A. Colledge","Rep",1153,98.29,10212,1720,5,5,"0","0"
847,"Auditor NORTH FAYETTE (Vote For 1)","WRITE-IN","",20,1.71,10212,1720,5,5,"0","0"
848,"Auditor OHARA (Vote For 1)","Darwin Leuba","Dem",1395,99.15,7343,1937,10,10,"0","0"
849,"Auditor OHARA (Vote For 1)","WRITE-IN","",12,0.85,7343,1937,10,10,"0","0"
850,"Auditor SOUTH PARK (Vote For 1)","David C. Oyler","Dem",1381,99.50,9619,1987,13,13,"0","0"
851,"Auditor SOUTH PARK (Vote For 1)","WRITE-IN","",7,0.50,9619,1987,13,13,"0","0"
852,"Auditor TURTLE CREEK (Vote For 1)","WRITE-IN","",13,100.00,3327,563,6,6,"0","0"
853,"Auditor WEST DEER (6-Year Term) (Vote For 1)","WRITE-IN","",33,100.00,8158,2132,8,8,"0","0"
854,"Auditor WEST ELIZABETH (6-Year Term) (Vote For 1)","Karen C. Bentley","Dem",44,100.00,264,51,1,1,"0","0"
855,"Auditor WEST ELIZABETH (6-Year Term) (Vote For 1)","WRITE-IN","",0,0.00,264,51,1,1,"0","0"
856,"Auditor FAWN (4-Year Term) (Vote For 1)","WRITE-IN","",2,100.00,1442,440,2,2,"0","0"
857,"Auditor FORWARD (4-Year Term) (Vote For 1)","WRITE-IN","",2,100.00,2083,576,4,4,"0","0"
858,"Auditor FRAZER (Vote For 1)","WRITE-IN","",1,100.00,748,161,1,1,"0","0"
859,"Auditor GLENFIELD (4-Year Term) (Vote For 1)","WRITE-IN","",4,100.00,150,48,1,1,"0","0"
860,"Auditor INDIANA (4-Year Term) (Vote For 1)","WRITE-IN","",22,100.00,5072,1073,5,5,"0","0"
861,"Auditor KILBUCK (4-Year Term) (Vote For 1)","WRITE-IN","",2,100.00,586,186,1,1,"0","0"
862,"Auditor WEST DEER (4-Year Term) (Vote For 1)","WRITE-IN","",20,100.00,8158,2132,8,8,"0","0"
863,"Auditor WEST ELIZABETH (4-Year Term) (Vote For 1)","WRITE-IN","",0,0.00,264,51,1,1,"0","0"
864,"Auditor FAWN (2-Year Term) (Vote For 1)","WRITE-IN","",2,100.00,1442,440,2,2,"0","0"
865,"Auditor FORWARD (2-Year Term) (Vote For 1)","WRITE-IN","",2,100.00,2083,576,4,4,"0","0"
866,"Auditor GLENFIELD (2-Year Term) (Vote For 1)","WRITE-IN","",1,100.00,150,48,1,1,"0","0"
867,"Auditor HARMAR (2-Year Term) (Vote For 1)","WRITE-IN","",4,100.00,2385,533,3,3,"0","0"
868,"Auditor INDIANA (2-Year Term) (Vote For 1)","WRITE-IN","",20,100.00,5072,1073,5,5,"0","0"
869,"Auditor KILBUCK (2-Year Term) (Vote For 1)","Amy Moreth","Dem",114,97.44,586,186,1,1,"0","0"
870,"Auditor KILBUCK (2-Year Term) (Vote For 1)","WRITE-IN","",3,2.56,586,186,1,1,"0","0"
871,"Auditor MT OLIVER (2-Year Term) (Vote For 1)","WRITE-IN","",3,100.00,2303,301,4,4,"0","0"
872,"Auditor WEST DEER (2-Year Term) (Vote For 1)","WRITE-IN","",23,100.00,8158,2132,8,8,"0","0"
873,"Commissioner At-Large CRESCENT (Vote For 1)","Todd K. Miller","Dem",275,98.57,1781,358,2,2,"0","0"
874,"Commissioner At-Large CRESCENT (Vote For 1)","WRITE-IN","",4,1.43,1781,358,2,2,"0","0"
875,"Commissioner At-Large NEVILLE (Vote For 1)","William Leon","Dem",155,98.10,777,197,3,3,"0","0"
876,"Commissioner At-Large NEVILLE (Vote For 1)","WRITE-IN","",3,1.90,777,197,3,3,"0","0"
877,"Commissioner At-Large UPPER ST CLAIR (Vote For 1)","Daniel R. Paoly","Rep",2639,96.81,15868,4156,18,18,"0","0"
878,"Commissioner At-Large UPPER ST CLAIR (Vote For 1)","WRITE-IN","",87,3.19,15868,4156,18,18,"0","0"
879,"Commissioner At-Large WILKINS (Vote For 1)","Sylvia J. Martinelli","D/R",1054,98.14,4809,1240,7,7,"0","0"
880,"Commissioner At-Large WILKINS (Vote For 1)","WRITE-IN","",20,1.86,4809,1240,7,7,"0","0"
881,"Commissioner ALEPPO (Vote For 3)","George L. Jones","Rep",235,34.56,1364,394,1,1,"0","0"
882,"Commissioner ALEPPO (Vote For 3)","Daniel M. Darragh","Rep",222,32.65,1364,394,1,1,"0","0"
883,"Commissioner ALEPPO (Vote For 3)","Matthew Doebler","Sgt",221,32.50,1364,394,1,1,"0","0"
884,"Commissioner ALEPPO (Vote For 3)","WRITE-IN","",2,0.29,1364,394,1,1,"0","0"
885,"Commissioner COLLIER (Vote For 3)","Dawn Marie Williams-Zabicki","Dem",808,22.11,6411,1534,6,6,"0","0"
886,"Commissioner COLLIER (Vote For 3)","Richard N. Ruffennach","D/R",984,26.92,6411,1534,6,6,"0","0"
887,"Commissioner COLLIER (Vote For 3)","Wayne M. Chiurazzi","D/R",1086,29.71,6411,1534,6,6,"0","0"
888,"Commissioner COLLIER (Vote For 3)","Jason Oskamp","Rep",764,20.90,6411,1534,6,6,"0","0"
889,"Commissioner COLLIER (Vote For 3)","WRITE-IN","",13,0.36,6411,1534,6,6,"0","0"
890,"Commissioner KENNEDY (Vote For 3)","Vince DePascale","D/R",1458,33.58,6508,1712,7,7,"0","0"
891,"Commissioner KENNEDY (Vote For 3)","Tony Mollica","D/R",1432,32.98,6508,1712,7,7,"0","0"
892,"Commissioner KENNEDY (Vote For 3)","John Sinicrope","D/R",1443,33.23,6508,1712,7,7,"0","0"
893,"Commissioner KENNEDY (Vote For 3)","WRITE-IN","",9,0.21,6508,1712,7,7,"0","0"
894,"Commissioner ROBINSON (Vote For 3)","James J. Barefoot","Dem",1507,24.45,10724,2465,9,9,"0","0"
895,"Commissioner ROBINSON (Vote For 3)","Ken Kisow","D/R",1896,30.76,10724,2465,9,9,"0","0"
896,"Commissioner ROBINSON (Vote For 3)","Ronald J. Shiwarski","D/R",1860,30.18,10724,2465,9,9,"0","0"
897,"Commissioner ROBINSON (Vote For 3)","John Earl","Rep",871,14.13,10724,2465,9,9,"0","0"
898,"Commissioner ROBINSON (Vote For 3)","WRITE-IN","",29,0.47,10724,2465,9,9,"0","0"
899,"Commissioner SOUTH VERSAILLES (Vote For 3)","John Paul Warabak","Dem",44,78.57,213,58,1,1,"0","0"
900,"Commissioner SOUTH VERSAILLES (Vote For 3)","WRITE-IN","",12,21.43,213,58,1,1,"0","0"
901,"Commissioner BALDWIN TOWNSHIP (Vote For 2)","Eileen Frisoli","Dem",235,34.97,1460,392,2,2,"0","0"
902,"Commissioner BALDWIN TOWNSHIP (Vote For 2)","Robert F. Downey, Jr.","Dem",259,38.54,1460,392,2,2,"0","0"
903,"Commissioner BALDWIN TOWNSHIP (Vote For 2)","John M. Paravati","Rep",177,26.34,1460,392,2,2,"0","0"
904,"Commissioner BALDWIN TOWNSHIP (Vote For 2)","WRITE-IN","",1,0.15,1460,392,2,2,"0","0"
905,"Commissioner LEET (Vote For 2)","Donna Adipietro","D/R",275,45.83,1139,361,2,2,"0","0"
906,"Commissioner LEET (Vote For 2)","Susan Beeman Barness","Dem",147,24.50,1139,361,2,2,"0","0"
907,"Commissioner LEET (Vote For 2)","James B. Janaszek","Rep",176,29.33,1139,361,2,2,"0","0"
908,"Commissioner LEET (Vote For 2)","WRITE-IN","",2,0.33,1139,361,2,2,"0","0"
909,"Commissioner SPRINGDALE TOWNSHIP (Vote For 2)","Shirley Redman","D/R",246,40.13,1167,359,1,1,"0","0"
910,"Commissioner SPRINGDALE TOWNSHIP (Vote For 2)","Tim Sweet","D/R",251,40.95,1167,359,1,1,"0","0"
911,"Commissioner SPRINGDALE TOWNSHIP (Vote For 2)","WRITE-IN","",116,18.92,1167,359,1,1,"0","0"
912,"Commissioner SOUTH FAYETTE (Vote For 1)","Rebecca M. Sray","Dem",1084,52.80,10960,2144,12,12,"0","0"
913,"Commissioner SOUTH FAYETTE (Vote For 1)","Kelly M. Fritz","Rep",952,46.37,10960,2144,12,12,"0","0"
914,"Commissioner SOUTH FAYETTE (Vote For 1)","WRITE-IN","",17,0.83,10960,2144,12,12,"0","0"
915,"Commissioner ALEPPO (Vote For 1)","Michelle L. Duplaga","Dem",216,99.08,1364,394,1,1,"0","0"
916,"Commissioner ALEPPO (Vote For 1)","WRITE-IN","",2,0.92,1364,394,1,1,"0","0"
917,"Commissioner CRESCENT WARD 2 (Vote For 1)","Arthur J. Buccigrossi, III","Dem",104,99.05,669,139,1,1,"0","0"
918,"Commissioner CRESCENT WARD 2 (Vote For 1)","WRITE-IN","",1,0.95,669,139,1,1,"0","0"
919,"Commissioner EAST DEER WARD 2 (Vote For 1)","Ed Kissel","Dem",97,98.98,587,115,1,1,"0","0"
920,"Commissioner EAST DEER WARD 2 (Vote For 1)","WRITE-IN","",1,1.02,587,115,1,1,"0","0"
921,"Commissioner ELIZABETH TOWNSHIP WARD 2 (Vote For 1)","Paul D. Saxon","Dem",201,47.29,1269,442,1,1,"0","0"
922,"Commissioner ELIZABETH TOWNSHIP WARD 2 (Vote For 1)","Kyle A. Walk","Rep",224,52.71,1269,442,1,1,"0","0"
923,"Commissioner ELIZABETH TOWNSHIP WARD 2 (Vote For 1)","WRITE-IN","",0,0.00,1269,442,1,1,"0","0"
924,"Commissioner ELIZABETH TOWNSHIP WARD 4 (Vote For 1)","Joanne Beckowitz","D/R",333,97.65,1363,409,2,2,"0","0"
925,"Commissioner ELIZABETH TOWNSHIP WARD 4 (Vote For 1)","WRITE-IN","",8,2.35,1363,409,2,2,"0","0"
926,"Commissioner ELIZABETH TOWNSHIP WARD 6 (Vote For 1)","Robert E. Rhoderick, Jr.","D/R",258,69.35,1338,416,2,2,"0","0"
927,"Commissioner ELIZABETH TOWNSHIP WARD 6 (Vote For 1)","WRITE-IN","",114,30.65,1338,416,2,2,"0","0"
928,"Commissioner HARRISON WARD 2 (Vote For 1)","Gary James Lilly","D/R",170,100.00,935,187,2,2,"0","0"
929,"Commissioner HARRISON WARD 2 (Vote For 1)","WRITE-IN","",0,0.00,935,187,2,2,"0","0"
930,"Commissioner HARRISON WARD 4 (Vote For 1)","William W. Heasley","D/R",181,55.18,1249,337,2,2,"0","0"
931,"Commissioner HARRISON WARD 4 (Vote For 1)","WRITE-IN","",147,44.82,1249,337,2,2,"0","0"
932,"Commissioner MT LEBANON WARD 2 (Vote For 1)","Steve Silverman","Dem",1331,68.29,5564,1985,8,8,"0","0"
933,"Commissioner MT LEBANON WARD 2 (Vote For 1)","Charlotte Stephenson","Rep",611,31.35,5564,1985,8,8,"0","0"
934,"Commissioner MT LEBANON WARD 2 (Vote For 1)","WRITE-IN","",7,0.36,5564,1985,8,8,"0","0"
935,"Commissioner MT LEBANON WARD 4 (Vote For 1)","Craig Grella","Dem",883,58.05,5146,1557,7,7,"0","0"
936,"Commissioner MT LEBANON WARD 4 (Vote For 1)","Robert F. Fischer","Rep",638,41.95,5146,1557,7,7,"0","0"
937,"Commissioner MT LEBANON WARD 4 (Vote For 1)","WRITE-IN","",0,0.00,5146,1557,7,7,"0","0"
938,"Commissioner NEVILLE WARD 2 (Vote For 1)","Richard Rutter","Dem",39,100.00,225,48,1,1,"0","0"
939,"Commissioner NEVILLE WARD 2 (Vote For 1)","WRITE-IN","",0,0.00,225,48,1,1,"0","0"
940,"Commissioner NORTH VERSAILLES WARD 2 (Vote For 1)","Daryl Mitchell","D/R",154,80.63,826,211,2,2,"0","0"
941,"Commissioner NORTH VERSAILLES WARD 2 (Vote For 1)","WRITE-IN","",37,19.37,826,211,2,2,"0","0"
942,"Commissioner NORTH VERSAILLES WARD 4 (Vote For 1)","Samuel Juliano","D/R",210,98.59,885,233,2,2,"0","0"
943,"Commissioner NORTH VERSAILLES WARD 4 (Vote For 1)","WRITE-IN","",3,1.41,885,233,2,2,"0","0"
944,"Commissioner NORTH VERSAILLES WARD 6 (Vote For 1)","Vince Paradine","Dem",203,52.86,1180,391,2,2,"0","0"
945,"Commissioner NORTH VERSAILLES WARD 6 (Vote For 1)","Judy Slater","Rep",181,47.14,1180,391,2,2,"0","0"
946,"Commissioner NORTH VERSAILLES WARD 6 (Vote For 1)","WRITE-IN","",0,0.00,1180,391,2,2,"0","0"
947,"Commissioner RESERVE WARD 2 (Vote For 1)","Ron Neurohr","Dem",125,97.66,561,154,1,1,"0","0"
948,"Commissioner RESERVE WARD 2 (Vote For 1)","WRITE-IN","",3,2.34,561,154,1,1,"0","0"
949,"Commissioner RESERVE WARD 4 (Vote For 1)","Sharon L. Sweeney","Dem",152,98.70,861,180,1,1,"0","0"
950,"Commissioner RESERVE WARD 4 (Vote For 1)","WRITE-IN","",2,1.30,861,180,1,1,"0","0"
951,"Commissioner ROSS WARD 2 (Vote For 1)","Stephen L. Korbel","Dem",656,73.30,2821,905,3,3,"0","0"
952,"Commissioner ROSS WARD 2 (Vote For 1)","James Knox","Rep",238,26.59,2821,905,3,3,"0","0"
953,"Commissioner ROSS WARD 2 (Vote For 1)","WRITE-IN","",1,0.11,2821,905,3,3,"0","0"
954,"Commissioner ROSS WARD 4 (Vote For 1)","Joseph M. Laslavic","Dem",560,56.34,2962,1010,4,4,"0","0"
955,"Commissioner ROSS WARD 4 (Vote For 1)","Casey O'Donnell","Rep",434,43.66,2962,1010,4,4,"0","0"
956,"Commissioner ROSS WARD 4 (Vote For 1)","WRITE-IN","",0,0.00,2962,1010,4,4,"0","0"
957,"Commissioner ROSS WARD 6 (Vote For 1)","Jason Pirring","Dem",548,76.22,2687,739,4,4,"0","0"
958,"Commissioner ROSS WARD 6 (Vote For 1)","Matthew Edlinger","Rep",170,23.64,2687,739,4,4,"0","0"
959,"Commissioner ROSS WARD 6 (Vote For 1)","WRITE-IN","",1,0.14,2687,739,4,4,"0","0"
960,"Commissioner ROSS WARD 8 (Vote For 1)","Jeremy Shaffer","D/R",590,99.49,2637,638,3,3,"0","0"
961,"Commissioner ROSS WARD 8 (Vote For 1)","WRITE-IN","",3,0.51,2637,638,3,3,"0","0"
962,"Commissioner SCOTT WARD 2 (Vote For 1)","William E. Wells","D/R",280,95.56,1161,316,2,2,"0","0"
963,"Commissioner SCOTT WARD 2 (Vote For 1)","WRITE-IN","",13,4.44,1161,316,2,2,"0","0"
964,"Commissioner SCOTT WARD 4 (Vote For 1)","David G. Calabria","D/R",312,99.05,1374,358,2,2,"0","0"
965,"Commissioner SCOTT WARD 4 (Vote For 1)","WRITE-IN","",3,0.95,1374,358,2,2,"0","0"
966,"Commissioner SCOTT WARD 6 (Vote For 1)","Paul G. Abel","Dem",251,52.18,1500,485,2,2,"0","0"
967,"Commissioner SCOTT WARD 6 (Vote For 1)","David Jason","Rep",230,47.82,1500,485,2,2,"0","0"
968,"Commissioner SCOTT WARD 6 (Vote For 1)","WRITE-IN","",0,0.00,1500,485,2,2,"0","0"
969,"Commissioner SCOTT WARD 8 (Vote For 1)","Pat Caruso","Dem",209,46.34,1532,466,2,2,"0","0"
970,"Commissioner SCOTT WARD 8 (Vote For 1)","David G. Calabria, II","Rep",241,53.44,1532,466,2,2,"0","0"
971,"Commissioner SCOTT WARD 8 (Vote For 1)","WRITE-IN","",1,0.22,1532,466,2,2,"0","0"
972,"Commissioner SHALER WARD 2 (Vote For 1)","Lori Voegtly Mizgorski","D/R",804,98.53,3476,915,5,5,"0","0"
973,"Commissioner SHALER WARD 2 (Vote For 1)","WRITE-IN","",12,1.47,3476,915,5,5,"0","0"
974,"Commissioner SHALER WARD 4 (Vote For 1)","Thomas J. McElhone","D/R",735,98.53,3107,830,5,5,"0","0"
975,"Commissioner SHALER WARD 4 (Vote For 1)","WRITE-IN","",11,1.47,3107,830,5,5,"0","0"
976,"Commissioner SHALER WARD 6 (Vote For 1)","James M. Boyle","D/R",631,99.68,2712,690,5,5,"0","0"
977,"Commissioner SHALER WARD 6 (Vote For 1)","WRITE-IN","",2,0.32,2712,690,5,5,"0","0"
978,"Commissioner STOWE WARD 2 (Vote For 1)","Louis F. Parrilla","Dem",117,99.15,883,142,2,2,"0","0"
979,"Commissioner STOWE WARD 2 (Vote For 1)","WRITE-IN","",1,0.85,883,142,2,2,"0","0"
980,"Commissioner STOWE WARD 4 (Vote For 1)","Darrell K. Chestnutt","Dem",172,99.42,735,217,2,2,"0","0"
981,"Commissioner STOWE WARD 4 (Vote For 1)","WRITE-IN","",1,0.58,735,217,2,2,"0","0"
982,"Commissioner STOWE WARD 6 (Vote For 1)","Joseph P. Faloshey, Sr.","Dem",62,78.48,466,83,1,1,"0","0"
983,"Commissioner STOWE WARD 6 (Vote For 1)","WRITE-IN","",17,21.52,466,83,1,1,"0","0"
984,"Commissioner STOWE WARD 8 (Vote For 1)","Richard J. Derzic","Dem",43,100.00,454,50,1,1,"0","0"
